datetime_utc,water_level_m,error_m
2024-08-24 04:50:00,-10.573,0.173
2024-08-24 04:55:00,-10.521,0.173
2024-08-24 05:00:00,-10.473,0.173
2024-08-24 05:05:00,-10.428,0.173
2024-08-24 05:10:00,-10.387,0.172
2024-08-24 05:15:00,-10.349,0.172
2024-08-24 05:20:00,-10.313,0.171
2024-08-24 05:25:00,-10.279,0.171
2024-08-24 05:30:00,-10.247,0.17
2024-08-24 05:35:00,-10.214,0.168
2024-08-24 05:40:00,-10.182,0.167
2024-08-24 05:45:00,-10.15,0.165
2024-08-24 05:50:00,-10.116,0.163
2024-08-24 05:55:00,-10.08,0.161
2024-08-24 06:00:00,-10.042,0.158
2024-08-24 06:05:00,-10.002,0.155
2024-08-24 06:10:00,-9.959,0.152
2024-08-24 06:15:00,-9.915,0.148
2024-08-24 06:20:00,-9.87,0.144
2024-08-24 06:25:00,-9.825,0.14
2024-08-24 06:30:00,-9.781,0.136
2024-08-24 06:35:00,-9.738,0.132
2024-08-24 06:40:00,-9.697,0.129
2024-08-24 06:45:00,-9.66,0.125
2024-08-24 06:50:00,-9.626,0.121
2024-08-24 06:55:00,-9.596,0.118
2024-08-24 07:00:00,-9.572,0.115
2024-08-24 07:05:00,-9.553,0.113
2024-08-24 07:10:00,-9.54,0.111
2024-08-24 07:15:00,-9.532,0.109
2024-08-24 07:20:00,-9.528,0.107
2024-08-24 07:25:00,-9.53,0.106
2024-08-24 07:30:00,-9.535,0.106
2024-08-24 07:35:00,-9.544,0.105
2024-08-24 07:40:00,-9.557,0.105
2024-08-24 07:45:00,-9.573,0.106
2024-08-24 07:50:00,-9.592,0.106
2024-08-24 07:55:00,-9.614,0.107
2024-08-24 08:00:00,-9.637,0.108
2024-08-24 08:05:00,-9.663,0.109
2024-08-24 08:10:00,-9.69,0.111
2024-08-24 08:15:00,-9.719,0.113
2024-08-24 08:20:00,-9.75,0.115
2024-08-24 08:25:00,-9.782,0.117
2024-08-24 08:30:00,-9.816,0.118
2024-08-24 08:35:00,-9.85,0.12
2024-08-24 08:40:00,-9.886,0.122
2024-08-24 08:45:00,-9.923,0.123
2024-08-24 08:50:00,-9.96,0.125
2024-08-24 08:55:00,-9.999,0.126
2024-08-24 09:00:00,-10.038,0.126
2024-08-24 09:05:00,-10.078,0.126
2024-08-24 09:10:00,-10.118,0.126
2024-08-24 09:15:00,-10.159,0.126
2024-08-24 09:20:00,-10.201,0.125
2024-08-24 09:25:00,-10.244,0.125
2024-08-24 09:30:00,-10.287,0.124
2024-08-24 09:35:00,-10.332,0.124
2024-08-24 09:40:00,-10.378,0.124
2024-08-24 09:45:00,-10.425,0.124
2024-08-24 09:50:00,-10.474,0.124
2024-08-24 09:55:00,-10.524,0.125
2024-08-24 10:00:00,-10.575,0.127
2024-08-24 10:05:00,-10.628,0.129
2024-08-24 10:10:00,-10.682,0.132
2024-08-24 10:15:00,-10.738,0.135
2024-08-24 10:20:00,-10.794,0.139
2024-08-24 10:25:00,-10.851,0.142
2024-08-24 10:30:00,-10.909,0.146
2024-08-24 10:35:00,-10.967,0.149
2024-08-24 10:40:00,-11.026,0.152
2024-08-24 10:45:00,-11.084,0.155
2024-08-24 10:50:00,-11.143,0.157
2024-08-24 10:55:00,-11.201,0.158
2024-08-24 11:00:00,-11.258,0.158
2024-08-24 11:05:00,-11.315,0.158
2024-08-24 11:10:00,-11.371,0.156
2024-08-24 11:15:00,-11.427,0.153
2024-08-24 11:20:00,-11.482,0.15
2024-08-24 11:25:00,-11.536,0.146
2024-08-24 11:30:00,-11.591,0.142
2024-08-24 11:35:00,-11.645,0.138
2024-08-24 11:40:00,-11.699,0.134
2024-08-24 11:45:00,-11.753,0.129
2024-08-24 11:50:00,-11.807,0.125
2024-08-24 11:55:00,-11.862,0.121
2024-08-24 12:00:00,-11.916,0.118
2024-08-24 12:05:00,-11.971,0.115
2024-08-24 12:10:00,-12.026,0.113
2024-08-24 12:15:00,-12.081,0.111
2024-08-24 12:20:00,-12.135,0.109
2024-08-24 12:25:00,-12.187,0.108
2024-08-24 12:30:00,-12.238,0.107
2024-08-24 12:35:00,-12.288,0.106
2024-08-24 12:40:00,-12.335,0.106
2024-08-24 12:45:00,-12.379,0.105
2024-08-24 12:50:00,-12.421,0.105
2024-08-24 12:55:00,-12.459,0.104
2024-08-24 13:00:00,-12.494,0.103
2024-08-24 13:05:00,-12.525,0.102
2024-08-24 13:10:00,-12.551,0.101
2024-08-24 13:15:00,-12.575,0.1
2024-08-24 13:20:00,-12.595,0.099
2024-08-24 13:25:00,-12.612,0.098
2024-08-24 13:30:00,-12.626,0.097
2024-08-24 13:35:00,-12.638,0.096
2024-08-24 13:40:00,-12.647,0.095
2024-08-24 13:45:00,-12.655,0.094
2024-08-24 13:50:00,-12.661,0.094
2024-08-24 13:55:00,-12.665,0.094
2024-08-24 14:00:00,-12.668,0.094
2024-08-24 14:05:00,-12.67,0.095
2024-08-24 14:10:00,-12.671,0.096
2024-08-24 14:15:00,-12.67,0.098
2024-08-24 14:20:00,-12.668,0.099
2024-08-24 14:25:00,-12.663,0.101
2024-08-24 14:30:00,-12.656,0.104
2024-08-24 14:35:00,-12.646,0.106
2024-08-24 14:40:00,-12.633,0.108
2024-08-24 14:45:00,-12.617,0.11
2024-08-24 14:50:00,-12.598,0.112
2024-08-24 14:55:00,-12.574,0.114
2024-08-24 15:00:00,-12.546,0.115
2024-08-24 15:05:00,-12.514,0.116
2024-08-24 15:10:00,-12.477,0.117
2024-08-24 15:15:00,-12.437,0.118
2024-08-24 15:20:00,-12.393,0.119
2024-08-24 15:25:00,-12.346,0.12
2024-08-24 15:30:00,-12.297,0.121
2024-08-24 15:35:00,-12.244,0.122
2024-08-24 15:40:00,-12.19,0.124
2024-08-24 15:45:00,-12.134,0.126
2024-08-24 15:50:00,-12.077,0.128
2024-08-24 15:55:00,-12.018,0.132
2024-08-24 16:00:00,-11.959,0.135
2024-08-24 16:05:00,-11.899,0.14
2024-08-24 16:10:00,-11.839,0.145
2024-08-24 16:15:00,-11.779,0.151
2024-08-24 16:20:00,-11.719,0.157
2024-08-24 16:25:00,-11.659,0.163
2024-08-24 16:30:00,-11.599,0.169
2024-08-24 16:35:00,-11.539,0.175
2024-08-24 16:40:00,-11.48,0.18
2024-08-24 16:45:00,-11.421,0.185
2024-08-24 16:50:00,-11.363,0.19
2024-08-24 16:55:00,-11.306,0.193
2024-08-24 17:00:00,-11.249,0.195
2024-08-24 17:05:00,-11.194,0.197
2024-08-24 17:10:00,-11.139,0.197
2024-08-24 17:15:00,-11.085,0.196
2024-08-24 17:20:00,-11.031,0.194
2024-08-24 17:25:00,-10.978,0.192
2024-08-24 17:30:00,-10.925,0.189
2024-08-24 17:35:00,-10.872,0.186
2024-08-24 17:40:00,-10.818,0.182
2024-08-24 17:45:00,-10.764,0.178
2024-08-24 17:50:00,-10.71,0.175
2024-08-24 17:55:00,-10.655,0.171
2024-08-24 18:00:00,-10.599,0.168
2024-08-24 18:05:00,-10.542,0.165
2024-08-24 18:10:00,-10.484,0.162
2024-08-24 18:15:00,-10.426,0.16
2024-08-24 18:20:00,-10.368,0.158
2024-08-24 18:25:00,-10.311,0.156
2024-08-24 18:30:00,-10.254,0.154
2024-08-24 18:35:00,-10.199,0.152
2024-08-24 18:40:00,-10.145,0.15
2024-08-24 18:45:00,-10.094,0.148
2024-08-24 18:50:00,-10.045,0.146
2024-08-24 18:55:00,-9.999,0.143
2024-08-24 19:00:00,-9.956,0.141
2024-08-24 19:05:00,-9.916,0.138
2024-08-24 19:10:00,-9.88,0.134
2024-08-24 19:15:00,-9.848,0.131
2024-08-24 19:20:00,-9.818,0.127
2024-08-24 19:25:00,-9.792,0.123
2024-08-24 19:30:00,-9.768,0.12
2024-08-24 19:35:00,-9.747,0.116
2024-08-24 19:40:00,-9.728,0.112
2024-08-24 19:45:00,-9.711,0.109
2024-08-24 19:50:00,-9.697,0.106
2024-08-24 19:55:00,-9.684,0.104
2024-08-24 20:00:00,-9.673,0.102
2024-08-24 20:05:00,-9.663,0.101
2024-08-24 20:10:00,-9.655,0.1
2024-08-24 20:15:00,-9.649,0.1
2024-08-24 20:20:00,-9.644,0.1
2024-08-24 20:25:00,-9.641,0.1
2024-08-24 20:30:00,-9.64,0.1
2024-08-24 20:35:00,-9.64,0.101
2024-08-24 20:40:00,-9.643,0.102
2024-08-24 20:45:00,-9.647,0.103
2024-08-24 20:50:00,-9.654,0.104
2024-08-24 20:55:00,-9.662,0.105
2024-08-24 21:00:00,-9.673,0.106
2024-08-24 21:05:00,-9.686,0.106
2024-08-24 21:10:00,-9.701,0.107
2024-08-24 21:15:00,-9.719,0.107
2024-08-24 21:20:00,-9.738,0.108
2024-08-24 21:25:00,-9.76,0.109
2024-08-24 21:30:00,-9.784,0.11
2024-08-24 21:35:00,-9.81,0.111
2024-08-24 21:40:00,-9.839,0.112
2024-08-24 21:45:00,-9.869,0.115
2024-08-24 21:50:00,-9.902,0.117
2024-08-24 21:55:00,-9.937,0.121
2024-08-24 22:00:00,-9.974,0.125
2024-08-24 22:05:00,-10.013,0.13
2024-08-24 22:10:00,-10.055,0.136
2024-08-24 22:15:00,-10.098,0.142
2024-08-24 22:20:00,-10.143,0.148
2024-08-24 22:25:00,-10.189,0.154
2024-08-24 22:30:00,-10.237,0.161
2024-08-24 22:35:00,-10.286,0.166
2024-08-24 22:40:00,-10.337,0.171
2024-08-24 22:45:00,-10.388,0.176
2024-08-24 22:50:00,-10.44,0.179
2024-08-24 22:55:00,-10.493,0.181
2024-08-24 23:00:00,-10.547,0.182
2024-08-24 23:05:00,-10.601,0.181
2024-08-24 23:10:00,-10.656,0.179
2024-08-24 23:15:00,-10.71,0.175
2024-08-24 23:20:00,-10.765,0.171
2024-08-24 23:25:00,-10.82,0.165
2024-08-24 23:30:00,-10.874,0.16
2024-08-24 23:35:00,-10.929,0.153
2024-08-24 23:40:00,-10.983,0.147
2024-08-24 23:45:00,-11.036,0.141
2024-08-24 23:50:00,-11.089,0.135
2024-08-24 23:55:00,-11.141,0.129
